meter,district,buildYear,rooms,price,elevator,space,parking,floor
۸۰,south-janat-abad,۱۳۸۳,۲,۷٬۳۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۴۸,fallah,۱۳۸۰,۱,۲٬۱۵۰٬۰۰۰٬۰۰۰ تومان,false,false,true,همکف
۷۵,fallah,۱۳۹۷,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱۰۵,sazman-ab,۱۳۸۲,۲,۹٬۲۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۸
۱۱۸,poonak,۱۳۹۰,۳,۱۲٬۳۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۹۳,south-janat-abad,۱۳۹۴,۲,۱۲٬۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۴۸,fallah,۱۳۸۰,۱,۲٬۱۵۰٬۰۰۰٬۰۰۰ تومان,false,false,true,همکف
۱۰۰,chitgar,۱۴۰۳,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۵ از ۱۵
۷۵,poonak,۱۴۰۱,۱,۹٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۷۵,marzdaran,۱۳۹۴,۲,۱۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۱۰۰,sazamn-barnameh,۱۳۸۷,۳,۷٬۶۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۹۰,shahrak-naft-district5,۱۳۹۴,۲,۱۱٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۱۲۰,chitgar,۱۴۰۳,۳,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۸ از ۲۲
۷۵,fallah,۱۳۹۷,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۵۱,yaftabad,۱۳۸۸,۱,۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۸۳,shahr-e-ziba,۱۴۰۲,۲,۴٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۴
۱۰۵,sazman-ab,۱۳۸۲,۲,۹٬۲۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۸
۶۵,jeyhoun,۱۳۹۲,۲,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۲۶۰,velenjak,۱۳۸۸,۴,۵۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۱۴۳,heravi,۱۴۰۱,۳,۲۱٬۴۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷
۵۲,south-deylaman,۱۴۰۳,۱,۱٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۱۰۰,chitgar-lake,۱۴۰۳,۲,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۹ از ۱۲
۷۰,sazamn-barnameh,۱۳۸۵,۱,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۱۰۳,central-janat-abad,۱۳۸۷,۲,۹٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۱۰۰,chitgar-lake,۱۴۰۳,۲,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۹ از ۱۲
۷۳,kooy-e-ferdos,۱۳۸۸,۲,۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۱۱۰,ajoodanieh,۱۳۹۲,۲,۱۵٬۹۵۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۳
۱۰۵,sazman-ab,۱۳۸۲,۲,۹٬۲۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۸
۱۱۰,ajoodanieh,۱۳۹۲,۲,۱۵٬۹۵۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۳
۸۳,shahr-e-ziba,۱۴۰۲,۲,۴٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۴
۱۰۰,chitgar-lake,۱۴۰۳,۲,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۹ از ۱۲
۵۵,kooy-e-ferdos,۱۳۸۵,۱,۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۱۷۰,darrous,۱۳۸۰,۳,۲۲٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۱۱۲,west-shahrak-e-golestan,۱۴۰۳,۲,۱۶٬۷۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۳
۱۰۳,central-janat-abad,۱۳۸۷,۲,۹٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۵۴,shahr-e-ziba,۱۳۹۵,۲,۱٬۵۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۳
۵۰,north-janat-abad,۱۳۸۰,۱,۵٬۲۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۳ از ۴
۸۳,shahr-e-ziba,۱۴۰۲,۲,۴٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۴
۸۰,south-janat-abad,۱۳۸۳,۲,۷٬۳۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۶۵,jeyhoun,۱۳۹۲,۲,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۹۵,south-janat-abad,۱۳۸۵,۲,۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۳ از ۴
۱۱۸,poonak,۱۳۹۰,۳,۱۲٬۳۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۱۰۰,chitgar,۱۴۰۳,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۵ از ۱۵
۷۰,sazamn-barnameh,۱۳۸۵,۱,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۱۰۵,sazman-ab,۱۳۸۲,۲,۹٬۲۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۸
۱۴۰,elahiyeh,۱۳۹۰,۳,۳۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱۱۳,central-janat-abad,۱۳۹۵,۲,۱۲٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۵۲,south-deylaman,۱۴۰۳,۱,۱٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۱۰۳,central-janat-abad,۱۳۸۷,۲,۹٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۷۵,marzdaran,۱۳۹۴,۲,۱۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۱۴۳,heravi,۱۴۰۱,۳,۲۱٬۴۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷
۲۶۰,velenjak,۱۳۸۸,۴,۵۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۴۸,fallah,۱۳۸۰,۱,۲٬۱۵۰٬۰۰۰٬۰۰۰ تومان,false,false,true,همکف
۶۵,jeyhoun,۱۳۹۲,۲,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۷۵,fallah,۱۳۹۷,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱۰۰,chitgar-lake,۱۴۰۳,۲,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۹ از ۱۲
۵۱,yaftabad,۱۳۸۸,۱,۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۹۳,south-janat-abad,۱۳۹۴,۲,۱۲٬۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۱۰۰,chitgar,۱۴۰۳,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۵ از ۱۵
۷۰,sazamn-barnameh,۱۳۸۵,۱,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۱۰۵,sazman-ab,۱۳۸۲,۲,۹٬۲۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۸
۹۳,south-janat-abad,۱۳۹۴,۲,۱۲٬۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۴۸,fallah,۱۳۸۰,۱,۲٬۱۵۰٬۰۰۰٬۰۰۰ تومان,false,false,true,همکف
۱۱۸,poonak,۱۳۹۰,۳,۱۲٬۳۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۶۵,jeyhoun,۱۳۹۲,۲,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۷۰,sazamn-barnameh,۱۳۸۵,۱,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۱۱۳,central-janat-abad,۱۳۹۵,۲,۱۲٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱۰۰,chitgar,۱۴۰۳,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۵ از ۱۵
۱۰۰,sazamn-barnameh,۱۳۸۷,۳,۷٬۶۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۵۲,south-deylaman,۱۴۰۳,۱,۱٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۱۴۳,heravi,۱۴۰۱,۳,۲۱٬۴۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷
۸۰,south-janat-abad,۱۳۸۳,۲,۷٬۳۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۹۰,shahrak-naft-district5,۱۳۹۴,۲,۱۱٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۸۳,shahr-e-ziba,۱۴۰۲,۲,۴٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۴
۹۰,shahrak-naft-district5,۱۳۹۴,۲,۱۱٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۲۶۰,velenjak,۱۳۸۸,۴,۵۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۱۱۸,poonak,۱۳۹۰,۳,۱۲٬۳۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۱۰۵,sazman-ab,۱۳۸۲,۲,۹٬۲۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۸
۱۰۳,central-janat-abad,۱۳۸۷,۲,۹٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۲۶۰,velenjak,۱۳۸۸,۴,۵۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۹۳,south-janat-abad,۱۳۹۴,۲,۱۲٬۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۱۴۳,heravi,۱۴۰۱,۳,۲۱٬۴۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷
۸۳,shahr-e-ziba,۱۴۰۲,۲,۴٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۴
۹۳,south-janat-abad,۱۳۹۴,۲,۱۲٬۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۱۱۳,central-janat-abad,۱۳۹۵,۲,۱۲٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۵۵,kooy-e-ferdos,۱۳۸۵,۱,۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۶۵,jeyhoun,۱۳۹۲,۲,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۷۵,marzdaran,۱۳۹۴,۲,۱۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۱۰۵,sazman-ab,۱۳۸۲,۲,۹٬۲۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۸
۷۰,sazamn-barnameh,۱۳۸۵,۱,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۱۰۰,chitgar-lake,۱۴۰۳,۲,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۹ از ۱۲
۱۲۰,chitgar,۱۴۰۳,۳,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۸ از ۲۲
۱۰۳,central-janat-abad,۱۳۸۷,۲,۹٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۴۸,fallah,۱۳۸۰,۱,۲٬۱۵۰٬۰۰۰٬۰۰۰ تومان,false,false,true,همکف
۱۱۸,poonak,۱۳۹۰,۳,۱۲٬۳۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۸۰,south-janat-abad,۱۳۸۳,۲,۷٬۳۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۱۱۰,ajoodanieh,۱۳۹۲,۲,۱۵٬۹۵۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۳
۶۵,jeyhoun,۱۳۹۲,۲,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۷۵,fallah,۱۳۹۷,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۷۵,poonak,۱۴۰۱,۱,۹٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۵۲,south-deylaman,۱۴۰۳,۱,۱٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۵۵,kooy-e-ferdos,۱۳۸۵,۱,۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۱۱۸,poonak,۱۳۹۰,۳,۱۲٬۳۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۱۰۵,sazman-ab,۱۳۸۲,۲,۹٬۲۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۸
۷۰,sazamn-barnameh,۱۳۸۵,۱,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۱۱۳,central-janat-abad,۱۳۹۵,۲,۱۲٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱۴۳,heravi,۱۴۰۱,۳,۲۱٬۴۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷
۷۵,fallah,۱۳۹۷,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۴۸,fallah,۱۳۸۰,۱,۲٬۱۵۰٬۰۰۰٬۰۰۰ تومان,false,false,true,همکف
۱۰۰,sazamn-barnameh,۱۳۸۷,۳,۷٬۶۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۱۰۰,chitgar,۱۴۰۳,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۵ از ۱۵
۸۰,south-janat-abad,۱۳۸۳,۲,۷٬۳۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۱۴۳,heravi,۱۴۰۱,۳,۲۱٬۴۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷
۷۵,poonak,۱۴۰۱,۱,۹٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۵۲,south-deylaman,۱۴۰۳,۱,۱٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۹۳,south-janat-abad,۱۳۹۴,۲,۱۲٬۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۵۱,yaftabad,۱۳۸۸,۱,۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۱۰۳,central-janat-abad,۱۳۸۷,۲,۹٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۱۱۰,ajoodanieh,۱۳۹۲,۲,۱۵٬۹۵۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۳
۱۰۵,sazman-ab,۱۳۸۲,۲,۹٬۲۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۸
۱۱۳,central-janat-abad,۱۳۹۵,۲,۱۲٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۹۵,south-janat-abad,۱۳۸۵,۲,۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۳ از ۴
۱۲۰,chitgar,۱۴۰۳,۳,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۸ از ۲۲
۱۴۰,elahiyeh,۱۳۹۰,۳,۳۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱۰۰,chitgar,۱۴۰۳,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۵ از ۱۵
۱۱۳,central-janat-abad,۱۳۹۵,۲,۱۲٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱۲۰,chitgar,۱۴۰۳,۳,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۸ از ۲۲
۵۴,shahr-e-ziba,۱۳۹۵,۲,۱٬۵۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۳
۱۱۳,central-janat-abad,۱۳۹۵,۲,۱۲٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱۰۵,sazman-ab,۱۳۸۲,۲,۹٬۲۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۸
۷۵,marzdaran,۱۳۹۴,۲,۱۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۵۰,north-janat-abad,۱۳۸۰,۱,۵٬۲۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۳ از ۴
۸۷,shahrak-naft,۱۳۹۹,۲,۱۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۷۳,kooy-e-ferdos,۱۳۸۸,۲,۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۱۰۵,sazman-ab,۱۳۸۲,۲,۹٬۲۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۸
۹۰,shahrak-naft-district5,۱۳۹۴,۲,۱۱٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۸۳,shahr-e-ziba,۱۴۰۲,۲,۴٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۴
۱۱۸,poonak,۱۳۹۰,۳,۱۲٬۳۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۱۱۰,ajoodanieh,۱۳۹۲,۲,۱۵٬۹۵۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۳
۵۵,kooy-e-ferdos,۱۳۸۵,۱,۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۱۱۸,poonak,۱۳۹۰,۳,۱۲٬۳۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۷۵,marzdaran,۱۳۹۴,۲,۱۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۱۱۳,central-janat-abad,۱۳۹۵,۲,۱۲٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۴۸,fallah,۱۳۸۰,۱,۲٬۱۵۰٬۰۰۰٬۰۰۰ تومان,false,false,true,همکف
۹۳,south-janat-abad,۱۳۹۴,۲,۱۲٬۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۱۰۰,chitgar,۱۴۰۳,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۵ از ۱۵
۵۵,kooy-e-ferdos,۱۳۸۵,۱,۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۸۳,shahr-e-ziba,۱۴۰۲,۲,۴٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۴
۱۰۵,sazman-ab,۱۳۸۲,۲,۹٬۲۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۸
۷۰,sazamn-barnameh,۱۳۸۵,۱,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۷۵,marzdaran,۱۳۹۴,۲,۱۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۹۰,shahrak-naft-district5,۱۳۹۴,۲,۱۱٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۱۲۰,chitgar,۱۴۰۳,۳,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۸ از ۲۲
۶۵,jeyhoun,۱۳۹۲,۲,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۱۰۰,sazamn-barnameh,۱۳۸۷,۳,۷٬۶۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۸۰,south-janat-abad,۱۳۸۳,۲,۷٬۳۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۷۵,poonak,۱۴۰۱,۱,۹٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۲۶۰,velenjak,۱۳۸۸,۴,۵۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۷۵,fallah,۱۳۹۷,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱۲۰,chitgar,۱۴۰۳,۳,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۸ از ۲۲
۱۴۳,heravi,۱۴۰۱,۳,۲۱٬۴۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷
۹۰,shahrak-naft-district5,۱۳۹۴,۲,۱۱٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۴۸,fallah,۱۳۸۰,۱,۲٬۱۵۰٬۰۰۰٬۰۰۰ تومان,false,false,true,همکف
۱۴۰,elahiyeh,۱۳۹۰,۳,۳۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱۱۰,ajoodanieh,۱۳۹۲,۲,۱۵٬۹۵۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۳
۹۵,south-janat-abad,۱۳۸۵,۲,۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۳ از ۴
۱۷۰,darrous,۱۳۸۰,۳,۲۲٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۵۴,shahr-e-ziba,۱۳۹۵,۲,۱٬۵۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۳
۱۱۲,west-shahrak-e-golestan,۱۴۰۳,۲,۱۶٬۷۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۳
۵۲,south-deylaman,۱۴۰۳,۱,۱٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۵۰,north-janat-abad,۱۳۸۰,۱,۵٬۲۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۳ از ۴
۸۷,shahrak-naft,۱۳۹۹,۲,۱۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۷۳,kooy-e-ferdos,۱۳۸۸,۲,۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۱۷۰,darrous,۱۳۸۰,۳,۲۲٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۸۷,shahrak-naft,۱۳۹۹,۲,۱۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۷۵,marzdaran,۱۳۹۴,۲,۱۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۱۰۳,central-janat-abad,۱۳۸۷,۲,۹٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۱۰۳,central-janat-abad,۱۳۸۷,۲,۹٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۷۵,sarsabil,۱۴۰۳,۲,۵٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۷۵,fallah,۱۳۹۷,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۸۰,south-janat-abad,۱۳۸۳,۲,۷٬۳۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۵۱,azarbaijan,۱۳۸۳,۱,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۵ از ۵
۱۰۷,heravi,۱۴۰۳,۲,۱۹٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۵۵,shahin,۱۳۸۲,۱,۴٬۳۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۳
۷۵,fallah,۱۳۹۷,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۵۵,shahin,۱۳۸۲,۱,۴٬۳۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۳
۴۷,jeyhoun,۱۳۹۷,۱,۲٬۸۳۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۴
۵۸,azarbaijan,۱۳۸۸,۲,۴٬۲۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۸۹,saadat-abad,۱۳۸۳,۲,۱۲٬۹۹۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۵۵,jeyhoun,۱۳۹۵,۱,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,false,۲ از ۵
۲۰۰,saadat-abad,۱۴۰۳,۳,۳۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۷
۱۳۳,moniriyeh,۱۴۰۱,۳,۱۲٬۹۱۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۱۲۵,chitgar,۱۴۰۳,۲,۶٬۳۷۵٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۴
۵۰,shahrak-e-vali-e-asr,۱۳۸۴,۱,۱٬۸۵۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۱ از ۵
۱۳۲,jordan,۱۳۸۳,۲,۱۹٬۹۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۶
۱۳۳,moniriyeh,۱۴۰۱,۳,۱۲٬۹۱۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۷۶,sattarkhan,۱۴۰۳,۲,۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۷۵,dr-hoshyar,۱۴۰۳,۲,۱٬۱۵۰٬۰۰۰٬۰۰۰ تومان,true,false,false,۲ از ۶
۵۸,south-mehrabad,۱۳۸۱,۱,۳٬۰۷۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲ از ۴
۷۳,sadeghiyeh,۱۳۸۲,۲,۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۱ از ۴
