meter,district,buildYear,rooms,price,elevator,space,parking,floor,averageDistrictValue
94,araj,1392,2,12800000000,1,1,1,2,149025823.64688092
144,araj,1386,3,19000000000,1,1,1,3,149025823.64688092
225,araj,1386,4,25500000000,1,1,1,5,149025823.64688092
82,araj,1395,2,12400000000,1,1,1,4,149025823.64688092
164,araj,1385,4,18000000000,0,1,0,4,149025823.64688092
123,araj,1402,2,24600000000,1,1,1,7,149025823.64688092
105,araj,1393,2,14800000000,1,1,1,2,149025823.64688092
100,araj,1394,2,14500000000,1,1,1,3,149025823.64688092
60,araj,1400,1,8500000000,1,1,1,1,149025823.64688092
123,araj,1402,2,21000000000,1,1,1,3,149025823.64688092
128,araj,1382,2,16950000000,0,1,1,2,149025823.64688092
165,araj,1383,3,19500000000,0,1,1,1,149025823.64688092
95,araj,1388,2,12900000000,1,1,1,1,149025823.64688092
150,araj,1398,3,26500000000,1,1,1,1,149025823.64688092
110,hashem-abad,1403,2,450000000,1,1,1,3,53173072.51631097
73,hashem-abad,1402,2,3950000000,1,1,0,1,53173072.51631097
73,hashem-abad,1396,1,2700000000,1,1,0,3,53173072.51631097
52,hashem-abad,1385,1,2150000000,1,1,0,4,53173072.51631097
210,araj,1403,3,30000000000,1,1,1,4,149025823.64688092
60,hashem-abad,1388,1,2480000000,1,0,1,2,53173072.51631097
42,hashem-abad,1385,1,1930000000,1,1,1,2,53173072.51631097
54,hashem-abad,1382,1,2350000000,0,1,1,1,53173072.51631097
73,hashem-abad,1385,2,2850000000,0,0,1,2,53173072.51631097
60,hashem-abad,1403,1,3380000000,1,1,0,5,53173072.51631097
49,hashem-abad,1395,1,2625000000,1,1,1,3,53173072.51631097
48,hashem-abad,1394,1,2230000000,1,1,1,3,53173072.51631097
44,hashem-abad,1384,1,2050000000,0,0,1,2,53173072.51631097
42,hashem-abad,1385,1,1950000000,0,1,1,2,53173072.51631097
46,hashem-abad,1384,1,2500000000,1,1,1,2,53173072.51631097
69,hashem-abad,1402,2,3933000000,1,1,0,2,53173072.51631097
65,hashem-abad,1389,2,2900000000,0,0,1,4,53173072.51631097
66,hashem-abad,1385,2,2650000000,0,1,1,2,53173072.51631097
47,hashem-abad,1384,1,1880000000,0,0,1,3,53173072.51631097
44,hashem-abad,1389,1,1950000000,0,0,1,3,53173072.51631097
46,hashem-abad,1392,1,1780000000,0,0,1,0,53173072.51631097
59,hashem-abad,1386,2,2390000000,0,0,1,2,53173072.51631097
44,hashem-abad,1395,1,2615000000,1,0,0,1,53173072.51631097
59,hashem-abad,1385,2,2400000000,0,0,1,3,53173072.51631097
50,ahang,1385,1,3320000000,0,1,1,2,89953756.57495627
156,ahang,1399,2,5000000000,1,1,1,5,89953756.57495627
148,ahang,1375,3,14800000000,0,1,1,2,89953756.57495627
52,ahang,1380,1,3000000000,0,0,0,2,89953756.57495627
73,hashem-abad,1380,2,4450000000,0,1,1,3,53173072.51631097
70,ahang,1401,2,4700000000,1,1,0,1,89953756.57495627
102,ahang,1403,2,9400000000,1,1,0,4,89953756.57495627
89,ahang,1403,2,2140000000,1,1,1,7,89953756.57495627
48,ahang,1392,1,2630000000,0,0,1,3,89953756.57495627
50,ahang,1394,1,2950000000,0,1,1,4,89953756.57495627
45,ahang,1382,1,2330000000,0,0,1,4,89953756.57495627
235,ahang,1402,3,33000000000,1,1,1,1,89953756.57495627
100,ahang,1394,2,8500000000,1,1,0,1,89953756.57495627
64,ahang,1377,1,3100000000,0,0,0,3,89953756.57495627
90,ahang,1403,2,8500000000,1,1,1,2,89953756.57495627
103,ahang,1403,2,8250000000,1,1,0,5,89953756.57495627
80,ahang,1402,2,6000000000,1,1,1,2,89953756.57495627
112,ahang,1403,2,9995000000,1,1,0,4,89953756.57495627
107,ahang,1390,2,10300000000,1,1,1,1,89953756.57495627
104,behdasht,1394,2,7500000000,1,1,1,5,61577706.93154716
97,behdasht,1401,2,7760000000,1,1,1,4,61577706.93154716
60,behdasht,1393,1,4000000000,1,1,0,1,61577706.93154716
73,behdasht,1383,2,4100000000,0,0,1,2,61577706.93154716
119,behdasht,1396,2,7700000000,1,1,1,2,61577706.93154716
84,behdasht,1403,2,6380000000,1,1,1,4,61577706.93154716
52,behdasht,1387,1,2500000000,0,0,1,3,61577706.93154716
67,behdasht,1384,2,3200000000,0,0,1,3,61577706.93154716
60,behdasht,1382,1,2490000000,0,0,0,3,61577706.93154716
67,behdasht,1403,2,4400000000,1,0,1,2,61577706.93154716
135,behdasht,1399,3,10500000000,1,1,1,2,61577706.93154716
40,behdasht,1385,1,2600000000,1,0,0,3,61577706.93154716
41,behdasht,1383,1,2060000000,0,0,0,3,61577706.93154716
78,behdasht,1392,2,5200000000,1,1,1,1,61577706.93154716
70,behdasht,1390,2,3300000000,0,0,0,3,61577706.93154716
75,vardavard,1403,2,800000000,1,1,1,28,40813738.33358237
121,vardavard,1402,2,4480000000,1,1,1,9,40813738.33358237
85,vardavard,1390,2,2400000000,1,0,0,1,40813738.33358237
110,vardavard,1403,2,2750000000,1,1,1,7,40813738.33358237
92,vardavard,1403,2,4600000000,1,1,0,5,40813738.33358237
83,vardavard,1403,2,5300000000,1,1,1,1,40813738.33358237
94,vardavard,1401,2,5800000000,1,1,1,1,40813738.33358237
65,vardavard,1394,2,3950000000,1,1,1,3,40813738.33358237
100,vardavard,1403,2,2300000000,1,1,1,16,40813738.33358237
111,vardavard,1403,2,5300000000,1,1,1,3,40813738.33358237
70,vardavard,1403,1,4689000000,1,1,1,4,40813738.33358237
75,vardavard,1403,2,4950000000,1,1,1,3,40813738.33358237
90,vardavard,1402,2,2340000000,1,1,1,8,40813738.33358237
77,vardavard,1399,2,4350000000,1,1,1,2,40813738.33358237
67,vardavard,1402,1,3350000000,1,1,1,8,40813738.33358237
123,vardavard,1402,2,7995000000,1,1,1,3,40813738.33358237
77,vardavard,1401,2,4880000000,1,1,1,6,40813738.33358237
80,vardavard,1394,2,4500000000,1,1,1,4,40813738.33358237
77,vardavard,1394,2,3773000000,0,1,1,3,40813738.33358237
93,vardavard,1384,2,2600000000,0,0,0,1,40813738.33358237
117,behdasht,1397,2,8000000000,1,1,0,1,61577706.93154716
135,qezel-qaleh,1403,3,21500000000,1,1,1,5,103836866.98040801
126,qezel-qaleh,1397,2,12100000000,0,1,1,3,103836866.98040801
102,qezel-qaleh,1391,2,14000000000,1,1,1,2,103836866.98040801
147,qezel-qaleh,1402,3,21000000000,1,1,0,4,103836866.98040801
141,qezel-qaleh,1380,2,14400000000,1,1,1,3,103836866.98040801
145,qezel-qaleh,1392,3,19900000000,1,1,1,1,103836866.98040801
85,qezel-qaleh,1375,2,9000000000,0,1,1,3,103836866.98040801
135,qezel-qaleh,1403,3,21000000000,1,1,1,4,103836866.98040801
110,qezel-qaleh,1393,2,14850000000,1,1,1,3,103836866.98040801
100,qezel-qaleh,1370,2,12000000000,0,1,1,2,103836866.98040801
142,qezel-qaleh,1378,3,10650000000,0,0,1,1,103836866.98040801
54,qasemabad,1393,1,4630000000,1,0,1,1,69300602.9285099
80,qezel-qaleh,1370,2,8500000000,0,0,1,3,103836866.98040801
58,qasemabad,1393,2,4872000000,1,1,1,2,69300602.9285099
72,qasemabad,1388,2,4300000000,0,1,1,3,69300602.9285099
43,qasemabad,1390,1,2900000000,0,0,1,2,69300602.9285099
90,qasemabad,1396,2,7620000000,1,1,1,2,69300602.9285099
75,qasemabad,1381,2,4600000000,1,0,1,2,69300602.9285099
75,yakhchi-abad,1391,1,5300000000,1,1,1,4,55276120.87426588
87,yakhchi-abad,1403,2,1111111111,1,1,0,4,55276120.87426588
67,yakhchi-abad,1390,2,3484000000,0,0,0,4,55276120.87426588
64,yakhchi-abad,1394,1,4032000000,1,1,1,4,55276120.87426588
68,yakhchi-abad,1392,2,4285000000,1,1,1,1,55276120.87426588
55,yakhchi-abad,1403,1,3100000000,1,0,0,1,55276120.87426588
115,yakhchi-abad,1403,2,5980000000,1,1,0,1,55276120.87426588
80,yakhchi-abad,1370,2,4100000000,0,0,1,2,55276120.87426588
60,zargandeh,1392,2,8000000000,1,1,1,4,129170095.29856142
90,yakhchi-abad,1403,2,5760000000,1,1,1,2,55276120.87426588
110,zargandeh,1381,2,14000000000,1,1,1,5,129170095.29856142
102,zargandeh,1399,2,13000000000,1,1,1,5,129170095.29856142
120,zargandeh,1402,2,23000000000,1,1,1,4,129170095.29856142
64,yakhchi-abad,1388,2,3330000000,0,0,1,2,55276120.87426588
108,zargandeh,1370,2,13000000000,1,1,1,4,129170095.29856142
175,zargandeh,1380,3,20800000000,1,1,1,1,129170095.29856142
102,zargandeh,1376,2,12000000000,1,1,1,2,129170095.29856142
85,zargandeh,1382,2,10400000000,1,1,1,3,129170095.29856142
120,zargandeh,1395,2,15500000000,1,1,1,4,129170095.29856142
93,zargandeh,1403,2,14700000000,1,1,1,3,129170095.29856142
110,zargandeh,1370,2,13000000000,1,1,1,6,129170095.29856142
101,zargandeh,1400,2,12870000000,1,1,1,3,129170095.29856142
65,zargandeh,1380,2,6800000000,0,1,1,1,129170095.29856142
183,zargandeh,1391,3,33855000000,1,1,1,1,129170095.29856142
120,zargandeh,1380,3,14400000000,1,1,1,1,129170095.29856142
95,zargandeh,1380,2,8500000000,0,1,1,3,129170095.29856142
100,zargandeh,1390,2,14700000000,1,1,1,5,129170095.29856142
110,zargandeh,1385,2,14700000000,1,1,1,5,129170095.29856142
88,zargandeh,1401,2,11880000000,1,1,0,1,129170095.29856142
60,zargandeh,1392,1,7500000000,1,1,1,5,129170095.29856142
117,aramaneh,1392,2,7500000000,1,1,1,1,73731361.30632794
57,aramaneh,1400,2,4950000000,1,1,1,3,73731361.30632794
81,aramaneh,1381,2,4300000000,0,0,1,4,73731361.30632794
55,aramaneh,1380,1,3100000000,0,0,1,2,73731361.30632794
46,aramaneh,1403,1,3350000000,1,1,1,1,73731361.30632794
70,aramaneh,1400,2,5000000000,1,1,1,3,73731361.30632794
65,aramaneh,1396,2,5100000000,1,1,1,2,73731361.30632794
78,sabalan,1398,2,5600000000,1,1,1,5,77170276.10391074
40,sabalan,1384,1,2660000000,0,0,1,1,77170276.10391074
80,sabalan,1394,2,5750000000,1,1,1,3,77170276.10391074
70,sabalan,1370,1,4000000000,0,1,0,1,77170276.10391074
38,sabalan,1392,1,2500000000,0,0,1,4,77170276.10391074
75,sabalan,1403,2,5000000000,1,1,1,1,77170276.10391074
40,sabalan,1389,1,3300000000,1,1,1,1,77170276.10391074
70,sabalan,1402,2,5250000000,1,1,1,1,77170276.10391074
80,darakeh,1403,2,11000000000,1,1,1,2,163001590.79163468
50,sabalan,1396,2,3380000000,1,0,1,5,77170276.10391074
46,sabalan,1395,1,3830000000,1,1,1,1,77170276.10391074
91,darakeh,1401,2,21567000000,1,1,1,7,163001590.79163468
132,darakeh,1391,2,16900000000,1,1,1,6,163001590.79163468
215,darakeh,1403,3,70000000000,1,1,1,2,163001590.79163468
123,darakeh,1403,2,14000000000,1,1,1,2,163001590.79163468
145,darakeh,1393,3,17500000000,1,1,1,4,163001590.79163468
127,darakeh,1403,2,29000000000,1,1,1,1,163001590.79163468
70,darakeh,1392,2,9000000000,1,1,1,2,163001590.79163468
50,darakeh,1377,1,2500000000,0,0,1,2,163001590.79163468
125,shahrak-naft,1395,2,18750000000,1,1,1,4,148214285.71428573
126,shahrak-naft,1391,2,18000000000,1,1,1,3,148214285.71428573
120,darakeh,1403,2,26600000000,1,1,1,5,163001590.79163468
100,shahrak-naft,1403,2,15000000000,1,1,1,3,148214285.71428573
62,almahdi,1393,1,7000000000,1,1,1,1,110350669.25087787
62,almahdi,1384,2,6200000000,0,1,1,1,110350669.25087787
62,almahdi,1386,2,5550000000,0,1,1,2,110350669.25087787
64,almahdi,1390,2,7300000000,1,1,1,3,110350669.25087787
70,almahdi,1382,2,5600000000,0,1,1,3,110350669.25087787
71,almahdi,1383,2,7100000000,0,1,0,1,110350669.25087787
65,almahdi,1387,1,5400000000,0,1,1,3,110350669.25087787
66,almahdi,1385,2,6500000000,0,1,1,0,110350669.25087787
68,almahdi,1384,2,5600000000,0,1,1,3,110350669.25087787
100,almahdi,1392,2,10900000000,1,1,1,2,110350669.25087787
68,almahdi,1388,2,6500000000,0,0,1,0,110350669.25087787
63,almahdi,1388,2,5800000000,1,1,1,1,110350669.25087787
86,tavanir,1401,2,13500000000,1,1,1,2,119013434.44750156
55,tavanir,1393,1,8500000000,1,1,1,2,119013434.44750156
130,tavanir,1398,3,18200000000,1,1,1,1,119013434.44750156
88,almahdi,1380,2,9400000000,1,1,1,3,110350669.25087787
152,tavanir,1370,2,22000000000,0,1,1,0,119013434.44750156
145,tavanir,1383,3,15000000000,1,1,1,5,119013434.44750156
110,tavanir,1382,2,13500000000,1,1,1,4,119013434.44750156
165,tavanir,1403,3,26000000000,1,1,1,3,119013434.44750156
112,tavanir,1386,2,13900000000,1,1,1,2,119013434.44750156
200,tavanir,1386,3,22000000000,1,1,1,6,119013434.44750156
75,almahdi,1393,2,9000000000,1,1,1,2,110350669.25087787
115,tavanir,1400,2,20000000000,1,1,1,1,119013434.44750156
194,tavanir,1398,3,31500000000,1,1,1,2,119013434.44750156
88,tavanir,1402,2,13000000000,1,1,1,2,119013434.44750156
165,tavanir,1370,3,15000000000,1,1,1,1,119013434.44750156
132,tavanir,1370,2,13500000000,1,1,1,2,119013434.44750156
147,tavanir,1375,3,18000000000,1,1,1,3,119013434.44750156
106,kuy-faraz,1380,2,13500000000,1,0,0,4,126929579.11991201
105,tavanir,1387,2,12700000000,1,1,1,4,119013434.44750156
135,kuy-faraz,1395,3,21000000000,1,1,1,3,126929579.11991201
65,kuy-faraz,1389,2,8200000000,1,1,1,3,126929579.11991201
115,kuy-faraz,1395,3,17500000000,0,1,1,2,126929579.11991201
90,kuy-faraz,1389,2,10700000000,1,1,1,5,126929579.11991201
110,kuy-faraz,1397,2,19000000000,1,1,1,4,126929579.11991201
160,kuy-faraz,1390,3,18400000000,1,1,1,11,126929579.11991201
155,kuy-faraz,1389,3,18500000000,1,1,1,3,126929579.11991201
156,kuy-faraz,1393,3,20000000000,1,1,1,11,126929579.11991201
155,kuy-faraz,1388,3,17860000000,1,1,1,6,126929579.11991201
75,kuy-faraz,1388,2,13500000000,1,1,1,3,126929579.11991201
150,kuy-faraz,1391,3,25000000000,1,1,1,4,126929579.11991201
155,kuy-faraz,1399,3,27000000000,1,1,1,3,126929579.11991201
117,kuy-faraz,1375,3,17000000000,0,1,1,2,126929579.11991201
114,kuy-faraz,1380,2,13000000000,1,1,0,3,126929579.11991201
82,kuy-faraz,1388,2,10100000000,1,1,1,7,126929579.11991201
47,karevan,1383,1,1950000000,0,0,1,3,51635767.54760732
43,karevan,1385,1,2000000000,0,1,1,2,51635767.54760732
61,karevan,1383,1,2390000000,0,0,1,3,51635767.54760732
50,karevan,1395,1,2300000000,1,1,1,3,51635767.54760732
81,karevan,1392,2,3400000000,0,0,0,3,51635767.54760732
50,karevan,1398,1,2700000000,1,1,0,2,51635767.54760732
47,karevan,1385,1,1860000000,0,0,1,1,51635767.54760732
44,karevan,1380,1,1670000000,0,0,1,2,51635767.54760732
48,karevan,1380,1,1700000000,0,0,1,4,51635767.54760732
125,kuy-faraz,1396,2,15600000000,1,1,1,11,126929579.11991201
70,karevan,1395,2,3150000000,1,1,1,1,51635767.54760732
46,karevan,1380,1,1740000000,0,0,1,4,51635767.54760732
120,karevan,1402,2,4980000000,1,1,1,2,51635767.54760732
50,karevan,1380,2,2300000000,0,1,1,0,51635767.54760732
68,karevan,1401,2,3350000000,1,1,1,4,51635767.54760732
66,karevan,1392,2,3300000000,0,1,1,2,51635767.54760732
100,karevan,1403,2,4500000000,1,1,0,4,51635767.54760732
84,karevan,1391,2,3500000000,0,0,1,3,51635767.54760732
60,karevan,1396,1,3200000000,0,0,1,2,51635767.54760732
66,karevan,1403,1,3600000000,1,1,0,3,51635767.54760732
123,eram,1380,3,10455000000,0,1,1,1,103060258.27447721
58,eram,1382,1,4200000000,0,1,1,3,103060258.27447721
54,eram,1387,1,6300000000,1,1,1,3,103060258.27447721
140,abbas-abad,1393,3,17300000000,1,1,1,4,119249069.59912725
83,eram,1387,2,9000000000,1,1,1,4,103060258.27447721
67,abbas-abad,1391,1,7370000000,1,1,0,1,119249069.59912725
73,abbas-abad,1384,2,7000000000,1,1,1,1,119249069.59912725
92,abbas-abad,1400,2,13000000000,1,1,1,4,119249069.59912725
126,abbas-abad,1399,3,14697000000,1,1,1,5,119249069.59912725
97,abbas-abad,1403,2,10800000000,1,1,1,3,119249069.59912725
138,abbas-abad,1370,3,13800000000,1,1,1,2,119249069.59912725
102,abbas-abad,1397,2,12500000000,1,1,1,1,119249069.59912725
105,abbas-abad,1370,2,8700000000,1,0,1,1,119249069.59912725
100,abbas-abad,1402,2,13870000000,1,1,1,5,119249069.59912725
138,abbas-abad,1402,3,15900000000,1,1,1,2,119249069.59912725
63,abbas-abad,1393,1,8800000000,1,1,1,5,119249069.59912725
116,niloufar,1380,2,10500000000,0,1,1,4,122158328.65736815
74,abbas-abad,1389,2,8150000000,1,1,1,5,119249069.59912725
130,niloufar,1394,3,20150000000,1,1,1,5,122158328.65736815
69,niloufar,1395,2,11900000000,1,1,1,2,122158328.65736815
97,niloufar,1397,2,12200000000,1,1,1,2,122158328.65736815
142,niloufar,1386,3,21500000000,1,1,1,5,122158328.65736815
603,niloufar,1400,4,110000000000,1,1,0,0,122158328.65736815
142,niloufar,1385,3,21450000000,1,1,1,5,122158328.65736815
95,niloufar,1378,2,11400000000,1,1,1,6,122158328.65736815
260,niloufar,1371,4,16000000000,0,0,1,4,122158328.65736815
100,niloufar,1383,2,11000000000,1,1,1,3,122158328.65736815
98,niloufar,1389,2,14400000000,1,1,1,2,122158328.65736815
60,niloufar,1386,1,7100000000,1,1,1,2,122158328.65736815
53,majidiyeh,1403,1,5300000000,1,0,1,1,78810833.27783023
74,majidiyeh,1390,2,6680000000,1,1,1,5,78810833.27783023
40,majidiyeh,1395,1,3450000000,0,1,1,2,78810833.27783023
67,majidiyeh,1389,2,4400000000,1,0,1,4,78810833.27783023
118,majidiyeh,1397,2,12700000000,1,1,1,6,78810833.27783023
46,majidiyeh,1383,1,3500000000,0,1,1,3,78810833.27783023
51,majidiyeh,1382,1,4150000000,1,0,1,4,78810833.27783023
64,majidiyeh,1382,2,4780000000,0,1,1,1,78810833.27783023
100,sattarkhan,1398,2,12500000000,1,1,1,4,107205045.57912093
95,sattarkhan,1402,2,11400000000,1,1,1,3,107205045.57912093
130,sattarkhan,1386,2,11600000000,1,1,1,0,107205045.57912093
115,sattarkhan,1402,3,12800000000,1,1,1,3,107205045.57912093
115,sattarkhan,1402,3,12650000000,1,1,1,3,107205045.57912093
70,sattarkhan,1390,2,7350000000,1,1,1,3,107205045.57912093
83,sattarkhan,1398,2,9960000000,1,1,1,2,107205045.57912093
130,sattarkhan,1373,2,7700000000,0,0,1,3,107205045.57912093
110,sattarkhan,1400,2,11600000000,1,1,1,4,107205045.57912093
84,sattarkhan,1370,2,7500000000,0,1,0,0,107205045.57912093
60,sattarkhan,1378,2,4700000000,0,0,1,3,107205045.57912093
70,sattarkhan,1398,2,8150000000,1,1,1,4,107205045.57912093
82,sattarkhan,1381,2,5600000000,0,0,0,2,107205045.57912093
130,sattarkhan,1395,3,14500000000,1,1,1,4,107205045.57912093
85,sattarkhan,1403,2,11900000000,1,1,1,2,107205045.57912093
80,sattarkhan,1375,2,6450000000,0,0,1,1,107205045.57912093
95,sattarkhan,1396,2,12000000000,1,1,1,1,107205045.57912093
80,sattarkhan,1402,2,9800000000,1,1,1,4,107205045.57912093
72,sattarkhan,1382,2,6700000000,0,1,1,2,107205045.57912093
89,sattarkhan,1388,2,7200000000,1,1,1,1,107205045.57912093
80,sattarkhan,1390,2,9700000000,1,1,1,5,107205045.57912093
45,chitgar,1403,1,585000000,1,1,1,5,17625524.32293902
105,chitgar,1396,2,8150000000,1,1,1,13,17625524.32293902
100,chitgar,1402,2,1500000000,1,1,1,22,17625524.32293902
100,chitgar,1403,2,700000000,1,1,1,17,17625524.32293902
81,chitgar,1403,2,980000000,1,1,1,2,17625524.32293902
60,chitgar,1403,1,1880000000,1,1,1,8,17625524.32293902
55,chitgar,1402,1,370000000,1,1,1,11,17625524.32293902
51,chitgar,1402,1,750000000,1,1,1,7,17625524.32293902
100,chitgar,1402,2,3200000000,1,1,1,11,17625524.32293902
100,chitgar,1403,2,1600000000,1,1,1,4,17625524.32293902
300,chitgar,1403,4,2050000000,1,1,1,18,17625524.32293902
80,chitgar,1403,2,1800000000,1,1,1,14,17625524.32293902
150,chitgar,1403,3,1550000000,1,1,1,14,17625524.32293902
130,chitgar,1403,3,2850000000,1,1,1,9,17625524.32293902
65,chitgar,1403,1,1040000000,1,1,1,13,17625524.32293902
100,chitgar,1403,2,2500000000,1,1,1,20,17625524.32293902
100,chitgar,1403,2,3800000000,1,1,1,12,17625524.32293902
90,chitgar,1403,2,1350000000,1,1,1,15,17625524.32293902
94,doolab,1403,2,6600000000,1,1,0,1,49517525.53970369
100,doolab,1394,3,6300000000,1,0,1,1,49517525.53970369
67,doolab,1395,2,3750000000,1,1,1,2,49517525.53970369
40,doolab,1397,1,2250000000,1,0,0,3,49517525.53970369
50,doolab,1389,1,2550000000,0,0,1,2,49517525.53970369
58,doolab,1395,1,3400000000,1,1,1,3,49517525.53970369
64,doolab,1385,1,4050000000,1,1,0,3,49517525.53970369
40,doolab,1393,1,2210000000,0,0,1,1,49517525.53970369
100,chitgar,1402,2,1300000000,1,1,1,15,17625524.32293902
45,doolab,1396,1,2500000000,1,1,0,2,49517525.53970369
67,doolab,1396,2,3850000000,1,1,1,2,49517525.53970369
64,doolab,1402,2,3840000000,1,1,0,2,49517525.53970369
57,doolab,1379,1,2300000000,0,0,0,4,49517525.53970369
47,doolab,1391,1,2750000000,0,0,1,1,49517525.53970369
38,doolab,1396,1,2420000000,1,0,1,1,49517525.53970369
70,doolab,1376,1,2550000000,0,0,1,3,49517525.53970369
50,doolab,1393,1,2650000000,1,1,1,3,49517525.53970369
82,narmak,1395,2,8600000000,1,1,1,3,108922057.16488534
125,narmak,1402,3,3700000000,1,1,1,2,108922057.16488534
43,doolab,1384,1,2095000000,0,1,1,0,49517525.53970369
72,narmak,1378,1,4800000000,0,0,1,1,108922057.16488534
53,narmak,1383,1,4240000000,0,0,1,2,108922057.16488534
46,narmak,1383,1,4550000000,0,1,1,0,108922057.16488534
78,narmak,1400,2,8400000000,1,1,1,1,108922057.16488534
105,narmak,1400,3,11900000000,1,1,1,2,108922057.16488534
45,narmak,1387,1,4500000000,0,0,1,2,108922057.16488534
93,narmak,1397,2,9000000000,1,1,1,5,108922057.16488534
75,narmak,1375,1,4750000000,0,0,0,1,108922057.16488534
88,narmak,1403,2,9700000000,1,1,1,3,108922057.16488534
100,narmak,1403,2,12750000000,1,1,1,2,108922057.16488534
110,narmak,1403,2,14300000000,1,1,1,3,108922057.16488534
130,narmak,1403,3,16800000000,1,1,1,2,108922057.16488534
65,narmak,1400,2,5000000000,1,1,1,2,108922057.16488534
110,narmak,1396,3,11250000000,1,1,1,3,108922057.16488534
140,narmak,1399,3,20500000000,1,1,1,3,108922057.16488534
60,narmak,1402,2,8200000000,1,1,1,4,108922057.16488534
130,narmak,1402,3,13500000000,1,1,1,4,108922057.16488534
92,narmak,1402,2,12500000000,1,1,1,1,108922057.16488534
36,narmak,1399,1,3180000000,0,0,1,1,108922057.16488534
90,narmak,1403,2,10000000000,1,1,1,5,108922057.16488534
100,narmak,1390,2,9500000000,1,1,1,3,108922057.16488534
105,narmak,1403,3,12150000000,1,1,1,2,108922057.16488534
110,nazi-abad,1402,2,450000000,1,1,1,2,49239914.1812442
66,nazi-abad,1385,2,3999000000,0,0,1,3,49239914.1812442
130,nazi-abad,1400,3,13130000000,1,1,1,4,49239914.1812442
125,nazi-abad,1402,2,10000000000,1,1,0,3,49239914.1812442
46,nazi-abad,1396,1,3600000000,1,0,0,2,49239914.1812442
110,nazi-abad,1400,2,9000000000,1,1,1,4,49239914.1812442
118,nazi-abad,1394,2,9400000000,1,1,0,2,49239914.1812442
70,nazi-abad,1403,2,6300000000,1,1,0,3,49239914.1812442
115,nazi-abad,1399,2,9100000000,1,1,1,5,49239914.1812442
83,nazi-abad,1380,2,4150000000,0,0,1,3,49239914.1812442
85,nazi-abad,1396,2,7000000000,1,1,0,1,49239914.1812442
70,nazi-abad,1396,2,8800000000,1,1,1,3,49239914.1812442
55,nazi-abad,1399,1,2700000000,1,0,1,2,49239914.1812442
75,nazi-abad,1385,2,3200000000,0,0,0,3,49239914.1812442
73,nazi-abad,1403,1,4380000000,1,1,0,3,49239914.1812442
117,nazi-abad,1388,3,10700000000,1,1,1,2,49239914.1812442
59,nazi-abad,1391,1,3460000000,1,0,0,2,49239914.1812442
47,nazi-abad,1380,1,2295000000,0,0,1,4,49239914.1812442
75,nazi-abad,1402,2,2100000000,1,1,1,2,49239914.1812442
44,nazi-abad,1383,1,2376000000,0,0,0,3,49239914.1812442
70,amir-bahador,1393,2,5000000000,1,1,1,3,61712367.611940384
40,nazi-abad,1398,1,2000000000,1,0,1,1,49239914.1812442
70,amir-bahador,1382,2,3950000,0,0,1,4,61712367.611940384
69,amir-bahador,1383,2,3000000000,0,0,1,1,61712367.611940384
50,amir-bahador,1383,1,2950000000,0,0,1,2,61712367.611940384
70,amir-bahador,1390,2,4100000000,0,0,1,1,61712367.611940384
92,amir-bahador,1395,2,6000000000,1,1,1,1,61712367.611940384
62,amir-bahador,1397,2,3900000000,1,0,0,2,61712367.611940384
70,amir-bahador,1380,2,4380000000,0,1,1,2,61712367.611940384
103,amir-bahador,1398,3,7800000000,1,1,1,4,61712367.611940384
115,amir-bahador,1400,3,7705000000,1,1,0,1,61712367.611940384
62,amir-bahador,1397,2,4250000000,1,0,0,2,61712367.611940384
74,amir-bahador,1380,1,5180000000,1,0,1,7,61712367.611940384
101,amir-bahador,1401,2,7400000000,1,1,1,4,61712367.611940384
62,amir-bahador,1378,2,3090000000,0,0,1,4,61712367.611940384
112,amir-bahador,1395,2,9296000000,1,1,1,5,61712367.611940384
78,amir-bahador,1396,2,6500000000,1,1,1,3,61712367.611940384
42,amir-bahador,1380,1,2950000000,0,0,1,1,61712367.611940384
60,amir-bahador,1392,2,4800000000,1,1,1,1,61712367.611940384
51,dolat-abad,1386,1,2350000000,1,0,0,9,50945270.06822859
65,moshiriyeh,1393,1,3900000000,1,0,1,2,46195787.78492151
71,amir-bahador,1375,1,3300000000,0,0,1,2,61712367.611940384
70,moshiriyeh,1402,2,4900000000,1,1,0,1,46195787.78492151
105,moshiriyeh,1402,2,450000000,1,1,1,2,46195787.78492151
40,moshiriyeh,1387,1,2000000000,0,0,1,4,46195787.78492151
50,moshiriyeh,1382,1,2100000000,0,0,0,4,46195787.78492151
72,moshiriyeh,1392,2,3715000000,0,1,1,1,46195787.78492151
65,moshiriyeh,1388,2,3600000000,0,0,1,3,46195787.78492151
68,moshiriyeh,1400,2,4300000000,1,1,0,3,46195787.78492151
120,moshiriyeh,1370,2,14000000000,0,0,1,2,46195787.78492151
146,moshiriyeh,1402,3,8980000000,1,1,0,3,46195787.78492151
50,moshiriyeh,1385,1,2500000000,0,1,1,4,46195787.78492151
70,moshiriyeh,1396,2,4500000000,1,1,1,3,46195787.78492151
47,moshiriyeh,1386,1,2200000000,0,1,1,2,46195787.78492151
36,moshiriyeh,1387,1,1780000000,0,0,0,3,46195787.78492151
75,moshiriyeh,1391,2,4350000000,1,0,1,1,46195787.78492151
50,moshiriyeh,1380,1,2400000000,0,0,1,1,46195787.78492151
64,moshiriyeh,1389,2,3150000000,0,0,1,4,46195787.78492151
