meter,district,buildYear,rooms,price,elevator,space,parking,floor,averageDistrictValue,test
102,south-shahran,1397,2,10410000000,1,1,1,4,106780795.15505937,10891641105.816055
168,pasdaran,1385,3,21800000000,1,1,1,3,197346950.4512959,33154287675.817715
50,south-shahran,1385,1,5100000000,1,1,1,3,106780795.15505937,5339039757.752969
125,south-shahran,1403,2,12000000000,1,1,1,4,106780795.15505937,13347599394.382421
75,south-shahran,1387,2,7500000000,1,1,1,3,106780795.15505937,8008559636.629453
112,south-shahran,1392,3,11980000000,1,1,1,3,106780795.15505937,11959449057.36665
88,south-shahran,1384,2,8000000000,1,1,1,3,106780795.15505937,9396709973.645224
103,south-shahran,1399,2,12200000000,1,1,1,5,106780795.15505937,10998421900.971115
56,south-shahran,1389,1,5900000000,1,1,1,3,106780795.15505937,5979724528.683325
59,south-shahran,1393,1,7200000000,1,1,1,4,106780795.15505937,6300066914.148502
101,south-shahran,1396,2,10500000000,1,1,1,4,106780795.15505937,10784860310.660995
75,south-shahran,1386,2,5500000000,0,1,1,4,106780795.15505937,8008559636.629453
83,south-shahran,1383,2,7700000000,1,1,1,2,106780795.15505937,8862805997.869928
60,south-shahran,1401,1,7000000000,1,1,1,4,106780795.15505937,6406847709.303562
68,south-shahran,1398,1,6790000000,1,1,1,4,106780795.15505937,7261094070.544037
60,south-shahran,1386,1,6000000000,1,1,1,3,106780795.15505937,6406847709.303562
55,south-shahran,1387,1,5500000000,1,1,1,4,106780795.15505937,5872943733.528265
60,south-shahran,1386,1,4800000000,1,1,1,1,106780795.15505937,6406847709.303562
50,south-shahran,1387,1,5000000000,1,1,1,2,106780795.15505937,5339039757.752969
178,kamraniyeh,1395,3,30000000000,1,1,1,5,238583435.97945583,42467851604.34314
226,kamraniyeh,1388,3,42000000000,1,1,1,6,238583435.97945583,53919856531.35702
230,kamraniyeh,1388,3,37000000000,1,1,1,4,238583435.97945583,54874190275.27484
248,kamraniyeh,1401,3,80000000000,1,1,1,1,238583435.97945583,59168692122.905045
260,kamraniyeh,1400,3,65000000000,1,1,1,2,238583435.97945583,62031693354.658516
210,kamraniyeh,1396,3,52000000000,1,1,1,2,238583435.97945583,50102521555.68572
300,kamraniyeh,1388,3,60000000000,1,1,1,0,238583435.97945583,71575030793.83675
300,kamraniyeh,1402,3,110000000000,1,1,1,1,238583435.97945583,71575030793.83675
154,kamraniyeh,1382,3,21600000000,1,1,1,2,238583435.97945583,36741849140.8362
300,kamraniyeh,1385,4,111111,1,1,1,3,238583435.97945583,71575030793.83675
340,kamraniyeh,1402,3,185000000000,1,1,1,14,238583435.97945583,81118368233.01498
150,kamraniyeh,1395,3,33000000000,1,1,1,3,238583435.97945583,35787515396.91837
100,kamraniyeh,1390,2,19200000000,1,1,1,2,238583435.97945583,23858343597.945583
220,kamraniyeh,1399,3,60000000000,1,1,1,2,238583435.97945583,52488355915.480286
230,kamraniyeh,1400,3,65000000000,1,1,1,6,238583435.97945583,54874190275.27484
97,south-shahran,1397,2,9800000000,1,1,1,11,106780795.15505937,10357737130.040758
240,kamraniyeh,1403,3,72000000000,1,1,1,2,238583435.97945583,57260024635.0694
135,saeed-abad,1402,3,4000000000,1,1,1,6,32118061.19210507,4335938260.934184
95,saeed-abad,1397,3,3087000000,1,1,0,3,32118061.19210507,3051215813.2499814
85,saeed-abad,1400,2,3060000000,1,0,1,2,32118061.19210507,2730035201.328931
95,saeed-abad,1400,2,2755000000,1,1,1,4,32118061.19210507,3051215813.2499814
85,saeed-abad,1402,2,1250000000,1,1,1,4,32118061.19210507,2730035201.328931
80,saeed-abad,1403,2,1300000000,1,1,1,5,32118061.19210507,2569444895.3684053
90,saeed-abad,1400,2,2200000000,1,0,1,2,32118061.19210507,2890625507.2894564
102,saeed-abad,1401,2,3264000000,0,0,1,3,32118061.19210507,3276042241.594717
125,saeed-abad,1401,2,3750000000,1,0,1,1,32118061.19210507,4014757649.0131335
95,saeed-abad,1402,2,3230000000,1,1,1,1,32118061.19210507,3051215813.2499814
79,saeed-abad,1402,2,2550000000,1,1,1,4,32118061.19210507,2537326834.1763005
80,saeed-abad,1403,2,1280000000,1,1,1,5,32118061.19210507,2569444895.3684053
95,saeed-abad,1402,2,2850000000,1,1,1,4,32118061.19210507,3051215813.2499814
135,saeed-abad,1402,2,4725000000,1,1,1,3,32118061.19210507,4335938260.934184
85,saeed-abad,1402,2,2975000000,1,1,1,5,32118061.19210507,2730035201.328931
81,saeed-abad,1402,2,1650000000,1,1,1,4,32118061.19210507,2601562956.5605106
155,darya,1388,3,20258000000,1,1,1,2,169032026.14452338,26199964052.401123
130,darya,1403,3,26000000000,1,1,1,10,169032026.14452338,21974163398.78804
155,darya,1401,3,39880000000,1,1,1,3,169032026.14452338,26199964052.401123
101,darya,1386,2,16500000000,1,1,1,2,169032026.14452338,17072234640.59686
155,darya,1387,3,20500000000,1,1,1,2,169032026.14452338,26199964052.401123
111,darya,1385,2,17000000000,1,1,1,5,169032026.14452338,18762554902.042095
98,darya,1385,2,13500000000,1,0,1,5,169032026.14452338,16565138562.163292
117,darya,1385,2,15500000000,1,1,1,1,169032026.14452338,19776747058.909237
84,darya,1384,2,11800000000,1,1,1,3,169032026.14452338,14198690196.139965
148,darya,1400,3,31215000000,1,1,1,3,169032026.14452338,25016739869.38946
44,javadiyeh,1395,1,2300000000,1,0,0,2,47126085.43497574,2073547759.1389327
60,javadiyeh,1395,2,3240000000,1,1,1,3,47126085.43497574,2827565126.0985446
80,javadiyeh,1389,2,3560000000,1,1,1,2,47126085.43497574,3770086834.7980595
126,darya,1400,3,28500000000,1,1,1,4,169032026.14452338,21298035294.209946
105,javadiyeh,1403,2,450000000,1,1,0,3,47126085.43497574,4948238970.672453
98,javadiyeh,1396,2,4850000000,1,1,1,2,47126085.43497574,4618356372.627623
46,javadiyeh,1378,1,2070000000,0,0,0,1,47126085.43497574,2167799930.0088844
58,javadiyeh,1403,1,3080000000,1,1,1,5,47126085.43497574,2733312955.228593
50,javadiyeh,1396,1,1800000000,1,0,1,2,47126085.43497574,2356304271.748787
50,javadiyeh,1396,1,2200000000,1,0,1,2,47126085.43497574,2356304271.748787
78,javadiyeh,1403,2,3800000000,1,1,1,3,47126085.43497574,3675834663.928108
72,javadiyeh,1395,2,3700000000,1,1,1,4,47126085.43497574,3393078151.3182535
62,javadiyeh,1392,1,3075000000,1,1,1,3,47126085.43497574,2921817296.9684963
70,javadiyeh,1397,2,4100000000,1,1,1,1,47126085.43497574,3298825980.4483023
96,bahar,1387,2,9800000000,1,1,1,2,97160259.17556436,9327384880.85418
120,bahar,1401,2,13800000000,1,1,0,5,97160259.17556436,11659231101.067724
92,bahar,1394,2,8150000000,1,1,1,4,97160259.17556436,8938743844.151922
220,bahar,1371,3,17400000000,0,1,1,1,97160259.17556436,21375257018.62416
55,bahar,1395,1,6590000000,1,1,0,3,97160259.17556436,5343814254.65604
106,bahar,1403,2,13000000000,1,1,1,2,97160259.17556436,10298987472.609823
106,bahar,1403,2,11000000000,1,1,1,5,97160259.17556436,10298987472.609823
92,bahar,1386,2,8350000000,1,1,1,3,97160259.17556436,8938743844.151922
67,bahar,1383,2,6500000000,1,1,1,3,97160259.17556436,6509737364.762813
100,bahar,1387,2,8800000000,1,1,1,3,97160259.17556436,9716025917.556437
53,bahar,1380,1,4800000000,1,1,1,1,97160259.17556436,5149493736.304912
100,bahar,1391,3,8200000000,1,1,1,4,97160259.17556436,9716025917.556437
93,bahar,1392,2,8000000000,1,1,1,4,97160259.17556436,9035904103.327486
54,bahar,1374,1,4700000000,0,0,0,0,97160259.17556436,5246653995.480475
80,bahar,1384,2,6500000000,1,1,1,4,97160259.17556436,7772820734.045149
70,bahar,1402,2,8395000000,1,1,1,2,97160259.17556436,6801218142.289505
77,bahar,1391,2,6600000000,0,0,0,3,97160259.17556436,7481339956.518456
125,bahar,1401,3,16200000000,1,1,1,3,97160259.17556436,12145032396.945545
95,bahar,1373,2,7500000000,0,0,1,0,97160259.17556436,9230224621.678614
112,shirazi,1399,2,16400000000,1,1,1,4,167070596.45368528,18711906802.81275
42,shirazi,1387,0,17400000000,1,1,1,14,167070596.45368528,7016965051.054782
214,shirazi,1384,3,34500000000,1,1,1,3,167070596.45368528,35753107641.08865
100,shirazi,1403,3,250000000,1,1,1,11,167070596.45368528,16707059645.368528
170,shirazi,1388,3,24650000000,1,1,1,4,167070596.45368528,28402001397.1265
175,shirazi,1370,3,15000000000,0,1,1,3,167070596.45368528,29237354379.394924
61,shirazi,1378,1,7800000000,0,0,1,0,167070596.45368528,10191306383.674803
150,mirdamad,1402,3,30000000000,1,1,1,4,159810516.14017838,23971577421.026756
175,mirdamad,1403,3,42000000000,1,1,1,4,159810516.14017838,27966840324.531216
144,mirdamad,1403,3,25252525252,1,1,1,4,159810516.14017838,23012714324.185688
85,mirdamad,1387,2,11900000000,1,1,1,3,159810516.14017838,13583893871.915163
120,mirdamad,1401,2,22000000000,1,1,1,3,159810516.14017838,19177261936.821407
150,mirdamad,1389,3,22500000000,1,1,1,3,159810516.14017838,23971577421.026756
148,mirdamad,1403,3,25500000000,1,1,1,1,159810516.14017838,23651956388.7464
155,mirdamad,1397,3,27125000000,1,1,1,2,159810516.14017838,24770630001.72765
100,mirdamad,1402,2,21000000000,1,1,1,3,159810516.14017838,15981051614.017838
110,mirdamad,1403,2,21500000000,1,1,1,2,159810516.14017838,17579156775.41962
90,mirdamad,1396,2,14500000000,1,1,1,3,159810516.14017838,14382946452.616055
110,mirdamad,1403,2,22300000000,1,1,1,3,159810516.14017838,17579156775.41962
90,mirdamad,1375,2,11440000000,0,1,1,3,159810516.14017838,14382946452.616055
145,mirdamad,1403,3,31000000000,1,1,1,1,159810516.14017838,23172524840.325867
152,mirdamad,1380,3,19700000000,1,1,1,2,159810516.14017838,24291198453.307114
80,tarasht,1386,2,6850000000,1,1,0,2,92219192.83389083,7377535426.711266
140,tarasht,1402,3,14300000000,1,1,1,3,92219192.83389083,12910686996.744715
110,tarasht,1394,3,12500000000,1,1,1,1,92219192.83389083,10144111211.727991
82,tarasht,1403,2,6997000000,1,1,1,1,92219192.83389083,7561973812.379047
19,tarasht,1378,0,1600000000,0,0,1,0,92219192.83389083,1752164663.8439257
140,tarasht,1403,3,14600000000,1,1,1,3,92219192.83389083,12910686996.744715
100,mirdamad,1401,2,21000000000,1,1,1,3,159810516.14017838,15981051614.017838
70,tarasht,1388,2,6500000000,1,1,1,2,92219192.83389083,6455343498.372357
65,tarasht,1385,1,5650000000,1,1,1,3,92219192.83389083,5994247534.202904
80,tarasht,1384,2,6450000000,1,1,1,4,92219192.83389083,7377535426.711266
112,tarasht,1402,2,12600000000,1,1,1,5,92219192.83389083,10328549597.395773
400,darrous,1386,4,64000000000,1,1,1,4,210377129.71934786,84150851887.73915
150,darrous,1393,3,26500000000,1,1,1,3,210377129.71934786,31556569457.90218
68,tarasht,1401,2,7100000000,1,1,1,1,92219192.83389083,6270905112.7045765
390,darrous,1402,4,114000000000,1,1,1,12,210377129.71934786,82047080590.54567
270,darrous,1382,4,45000000000,1,1,1,3,210377129.71934786,56801825024.22392
106,darrous,1398,2,17200000000,1,1,1,2,210377129.71934786,22299975750.250874
230,darrous,1403,3,80500000000,1,1,1,3,210377129.71934786,48386739835.45001
150,darrous,1394,3,23500000000,1,1,1,2,210377129.71934786,31556569457.90218
210,darrous,1399,3,38500000000,1,1,1,9,210377129.71934786,44179197241.06305
148,darrous,1394,3,25000000000,1,1,1,2,210377129.71934786,31135815198.463486
300,darrous,1393,4,70000000000,1,1,1,2,210377129.71934786,63113138915.80436
235,darrous,1403,3,75200000000,1,1,1,4,210377129.71934786,49438625484.046745
200,darrous,1390,3,33000000000,1,1,1,4,210377129.71934786,42075425943.869576
280,darrous,1398,4,75600000000,1,1,1,3,210377129.71934786,58905596321.417404
300,darrous,1397,4,74500000000,1,1,1,3,210377129.71934786,63113138915.80436
169,darrous,1388,3,31000000000,1,1,1,4,210377129.71934786,35553734922.569786
94,darrous,1393,2,16700000000,1,1,1,1,210377129.71934786,19775450193.6187
70,darrous,1400,1,14000000000,1,1,1,3,210377129.71934786,14726399080.354351
200,darrous,1383,3,30000000000,1,1,1,5,210377129.71934786,42075425943.869576
122,darrous,1403,2,34000000000,1,1,1,4,210377129.71934786,25666009825.76044
105,darrous,1388,2,16000000000,1,1,1,5,210377129.71934786,22089598620.531525
330,darrous,1402,4,81500000000,1,1,1,2,210377129.71934786,69424452807.3848
149,amir-abad,1403,3,24000000000,1,1,1,2,131816173.945235,19640609917.840015
205,darrous,1385,3,35000000000,1,1,1,4,210377129.71934786,43127311592.46631
131,amir-abad,1402,2,20700000000,1,1,1,2,131816173.945235,17267918786.825787
125,darrous,1400,2,23110001000,1,1,1,5,210377129.71934786,26297141214.918484
115,amir-abad,1392,2,14800000000,1,1,1,4,131816173.945235,15158860003.702024
117,amir-abad,1395,2,16850000000,1,1,1,3,131816173.945235,15422492351.592495
96,amir-abad,1395,2,12000000000,1,1,1,4,131816173.945235,12654352698.74256
240,amir-abad,1402,3,37500000000,1,1,1,2,131816173.945235,31635881746.8564
115,amir-abad,1403,2,13000000000,1,1,1,3,131816173.945235,15158860003.702024
80,amir-abad,1398,2,9500000000,1,1,1,2,131816173.945235,10545293915.6188
82,amir-abad,1387,2,9600000000,1,1,1,1,131816173.945235,10808926263.50927
175,amir-abad,1388,3,19500000000,1,1,1,1,131816173.945235,23067830440.416126
110,amir-abad,1403,2,18000000000,1,1,1,1,131816173.945235,14499779133.97585
182,amir-abad,1385,2,17900000000,1,1,1,3,131816173.945235,23990543658.03277
50,haftchenar,1395,1,3600000000,1,0,1,5,56034209.827102944,2801710491.3551474
44,haftchenar,1395,1,3050000000,1,1,1,3,56034209.827102944,2465505232.3925295
50,haftchenar,1391,1,2000000000,1,1,1,2,56034209.827102944,2801710491.3551474
59,haftchenar,1395,1,3950000000,1,1,0,3,56034209.827102944,3306018379.7990737
50,haftchenar,1396,1,3100000000,1,1,0,1,56034209.827102944,2801710491.3551474
50,haftchenar,1390,1,3400000000,1,1,1,4,56034209.827102944,2801710491.3551474
36,haftchenar,1387,1,2450000000,0,1,0,3,56034209.827102944,2017231553.775706
55,haftchenar,1397,1,3100000000,1,0,1,2,56034209.827102944,3081881540.490662
128,haftchenar,1401,2,8960000000,1,1,1,5,56034209.827102944,7172378857.869177
57,haftchenar,1390,1,3400000000,0,1,0,1,56034209.827102944,3193949960.144868
100,haftchenar,1400,2,6220000000,1,1,1,2,56034209.827102944,5603420982.710295
40,haftchenar,1392,1,2500000000,1,1,1,1,56034209.827102944,2241368393.084118
33,haftchenar,1383,1,2190000000,0,0,0,1,56034209.827102944,1849128924.294397
60,haftchenar,1380,1,2710000000,0,0,1,0,56034209.827102944,3362052589.626177
58,haftchenar,1389,1,3800000000,0,1,1,1,56034209.827102944,3249984169.9719706
55,nosrat,1378,1,3500000000,1,0,0,3,97471025.49305673,5360906402.11812
70,nosrat,1403,2,9100000000,1,1,1,1,97471025.49305673,6822971784.513971
110,nosrat,1403,2,12650000000,1,1,1,1,97471025.49305673,10721812804.23624
96,nosrat,1371,3,8300000000,0,0,0,1,97471025.49305673,9357218447.333447
63,nosrat,1395,2,5850000000,1,1,1,3,97471025.49305673,6140674606.062574
130,nosrat,1401,3,17000000000,1,1,1,3,97471025.49305673,12671233314.097374
520,nosrat,1401,4,65000000000,1,1,1,4,97471025.49305673,50684933256.389496
91,nosrat,1401,2,9450000000,1,1,1,6,97471025.49305673,8869863319.868162
75,nosrat,1380,2,6080000000,0,1,1,3,97471025.49305673,7310326911.979255
193,nosrat,1371,3,16000000000,0,0,0,3,97471025.49305673,18811907920.15995
55,nosrat,1381,1,3500000000,1,0,0,3,97471025.49305673,5360906402.11812
108,nosrat,1403,2,11556000000,1,1,1,2,97471025.49305673,10526870753.250126
63,nosrat,1382,2,6930000000,1,1,1,3,97471025.49305673,6140674606.062574
50,nosrat,1382,2,4400000000,0,0,1,3,97471025.49305673,4873551274.652837
117,nosrat,1403,3,14500000000,1,1,1,2,97471025.49305673,11404109982.687637
146,nosrat,1400,3,16800000000,1,1,1,1,97471025.49305673,14230769721.986282
82,parastar,1394,2,6700000000,1,0,1,4,87794982.40717107,7199188557.388028
185,parastar,1403,3,17700000000,1,1,1,3,87794982.40717107,16242071745.326649
130,parastar,1395,2,14700000000,1,1,1,4,87794982.40717107,11413347712.93224
49,parastar,1382,1,3500000000,1,0,1,2,87794982.40717107,4301954137.951383
67,parastar,1400,1,6500000000,1,1,1,2,87794982.40717107,5882263821.280461
57,khaje-nezam-molk,1389,1,4680000000,1,1,1,4,68575251.14552355,3908789315.2948422
101,khaje-nezam-molk,1400,2,8600000000,1,1,1,2,68575251.14552355,6926100365.697878
45,khaje-nezam-molk,1393,1,3590000000,1,1,1,2,68575251.14552355,3085886301.5485597
58,khaje-nezam-molk,1380,1,3200000000,0,0,1,2,68575251.14552355,3977364566.440366
60,khaje-nezam-molk,1383,1,3750000000,0,1,1,2,68575251.14552355,4114515068.731413
56,khaje-nezam-molk,1401,1,4400000000,1,0,1,5,68575251.14552355,3840214064.1493187
94,khaje-nezam-molk,1399,2,7100000000,1,1,1,2,68575251.14552355,6446073607.679214
52,khaje-nezam-molk,1384,1,3900000000,0,1,1,1,68575251.14552355,3565913059.5672245
50,khaje-nezam-molk,1389,1,3550000000,1,1,1,3,68575251.14552355,3428762557.2761774
51,khaje-nezam-molk,1390,1,3700000000,1,1,1,3,68575251.14552355,3497337808.421701
60,khaje-nezam-molk,1381,1,3000000000,0,0,1,3,68575251.14552355,4114515068.731413
133,khaje-nezam-molk,1403,3,9975000000,1,1,1,4,68575251.14552355,9120508402.354631
55,khaje-nezam-molk,1403,1,3700000000,1,0,0,1,68575251.14552355,3771638813.003795
58,khaje-nezam-molk,1397,1,4600000000,1,0,1,3,68575251.14552355,3977364566.440366
64,khaje-nezam-molk,1376,2,3850000000,1,0,1,6,68575251.14552355,4388816073.313507
58,khaje-nezam-molk,1402,2,4890000000,1,1,0,3,68575251.14552355,3977364566.440366
40,khaje-nezam-molk,1382,1,2380000000,0,0,1,3,68575251.14552355,2743010045.820942
44,beryanak,1384,1,2370000000,0,0,1,0,52187729.932811104,2296260117.043689
50,beryanak,1386,2,2740000000,1,0,1,2,52187729.932811104,2609386496.6405554
41,beryanak,1379,1,2500000000,0,0,1,0,52187729.932811104,2139696927.2452552
77,beryanak,1403,2,3950000000,1,1,1,4,52187729.932811104,4018455204.826455
57,beryanak,1385,1,2735000000,1,0,1,4,52187729.932811104,2974700606.170233
142,tehran-jolfa,1396,3,18318000000,1,1,1,5,126595940.97877863,17976623618.986565
88,tehran-jolfa,1388,2,12100000000,1,1,1,2,126595940.97877863,11140442806.132519
85,tehran-jolfa,1384,2,7800000000,0,1,1,0,126595940.97877863,10760654983.196184
70,tehran-jolfa,1401,1,11000000000,1,1,1,1,126595940.97877863,8861715868.514503
125,tehran-jolfa,1402,3,15000000000,1,1,1,2,126595940.97877863,15824492622.347328
147,tehran-jolfa,1383,3,17000000000,1,1,1,2,126595940.97877863,18609603323.88046
124,tehran-jolfa,1402,3,17900000000,1,1,1,4,126595940.97877863,15697896681.36855
105,tehran-jolfa,1403,2,14700000000,1,1,1,1,126595940.97877863,13292573802.771757
80,tehran-jolfa,1380,2,11200000000,1,1,1,1,126595940.97877863,10127675278.30229
100,tehran-jolfa,1379,2,9900000000,0,1,1,2,126595940.97877863,12659594097.877863
147,tehran-jolfa,1396,3,19200000000,1,1,1,1,126595940.97877863,18609603323.88046
60,tehran-jolfa,1385,2,5700000000,0,0,1,1,126595940.97877863,7595756458.726718
91,tehran-jolfa,1372,2,6700000000,0,0,1,3,126595940.97877863,11520230629.068855
94,tehran-jolfa,1386,2,12000000000,1,1,1,2,126595940.97877863,11900018452.005192
100,tehran-jolfa,1400,2,16350000000,1,1,1,6,126595940.97877863,12659594097.877863
170,tehran-jolfa,1382,3,19400000000,1,1,1,4,126595940.97877863,21521309966.39237
150,hesar-booali,1384,2,30000000000,1,1,1,3,241054210.7445514,36158131611.68271
270,hesar-booali,1400,4,95000000000,1,1,1,5,241054210.7445514,65084636901.02888
185,hesar-booali,1403,3,45000000000,1,1,1,4,241054210.7445514,44595028987.742004
122,hesar-booali,1390,2,21780000000,1,1,1,1,241054210.7445514,29408613710.83527
135,tehran-jolfa,1401,3,19750000000,1,1,1,4,126595940.97877863,17090452032.135115
200,hesar-booali,1386,3,34000000000,1,1,1,4,241054210.7445514,48210842148.91028
185,hesar-booali,1388,3,35000000000,1,1,1,2,241054210.7445514,44595028987.742004
210,hesar-booali,1401,3,80000000000,1,1,1,9,241054210.7445514,50621384256.35579
430,hesar-booali,1402,4,193000000000,1,1,1,6,241054210.7445514,103653310620.1571
149,hesar-booali,1400,3,24500000000,1,1,1,4,241054210.7445514,35917077400.938156
185,hesar-booali,1392,3,34000000000,1,1,1,3,241054210.7445514,44595028987.742004
270000,hesar-booali,1399,3,70000000000,1,1,1,13,241054210.7445514,65084636901028.875
150,hesar-booali,1403,3,39900000000,1,1,1,8,241054210.7445514,36158131611.68271
330,hesar-booali,1386,4,58000000000,1,1,1,5,241054210.7445514,79547889545.70197
310,hesar-booali,1396,4,67000000000,1,1,1,8,241054210.7445514,74726805330.81093
185,hesar-booali,1391,3,34500000000,1,1,1,2,241054210.7445514,44595028987.742004
230,hesar-booali,1399,2,18500000000,1,1,1,1,241054210.7445514,55442468471.24682
182,hesar-booali,1399,3,54500000000,1,1,1,3,241054210.7445514,43871866355.508354
60,ekbatan,1372,1,8400000000,1,0,0,1,112348524.14089322,6740911448.453593
152,hesar-booali,1400,2,43000000000,1,1,1,1,241054210.7445514,36640240033.171814
67,ekbatan,1370,1,10300000000,1,1,1,5,112348524.14089322,7527351117.439846
48,ekbatan,1375,1,7000000000,1,0,0,6,112348524.14089322,5392729158.762875
135,ekbatan,1370,3,12750000000,1,1,1,1,112348524.14089322,15167050759.020584
66,ekbatan,1370,1,8400000000,1,0,0,7,112348524.14089322,7415002593.298952
65,ekbatan,1370,1,9600000000,1,1,1,1,112348524.14089322,7302654069.158059
81,ekbatan,1397,2,7525000000,1,1,1,2,112348524.14089322,9100230455.412352
72,ekbatan,1401,2,3800000000,1,1,1,2,112348524.14089322,8089093738.144312
137,ekbatan,1402,3,13950000000,1,1,1,4,112348524.14089322,15391747807.302372
120,ekbatan,1399,2,1111111111,1,1,1,1,112348524.14089322,13481822896.907187
68,ekbatan,1403,1,10350000000,1,1,1,11,112348524.14089322,7639699641.580739
78,ekbatan,1370,2,11500000000,1,0,0,6,112348524.14089322,8763184882.989672
141,ekbatan,1403,3,13750000000,1,0,0,2,112348524.14089322,15841141903.865944
48,salamat,1383,1,2150000000,0,0,1,0,54884984.552362084,2634479258.51338
80,salamat,1392,2,4800000000,1,1,0,1,54884984.552362084,4390798764.188967
64,ekbatan,1400,1,8000000000,1,0,0,7,112348524.14089322,7190305545.017166
83,salamat,1395,2,4600000000,1,1,1,1,54884984.552362084,4555453717.846053
59,salamat,1393,1,3100000000,1,0,1,1,54884984.552362084,3238214088.589363
71,salamat,1380,2,3800000000,0,0,1,3,54884984.552362084,3896833903.217708
65,salamat,1375,1,3200000000,0,0,0,1,54884984.552362084,3567523995.9035354
50,salamat,1382,1,2600000000,0,1,1,3,54884984.552362084,2744249227.618104
48,salamat,1382,1,2000000000,0,0,1,0,54884984.552362084,2634479258.51338
48,salamat,1393,1,2650000000,1,0,0,3,54884984.552362084,2634479258.51338
96,salamat,1384,3,5760000000,1,0,1,1,54884984.552362084,5268958517.02676
38,salamat,1383,1,2300000000,0,0,0,0,54884984.552362084,2085629412.9897592
48,salamat,1393,1,3200000000,1,0,1,2,54884984.552362084,2634479258.51338
80,salamat,1400,2,4740000000,1,1,1,3,54884984.552362084,4390798764.188967
43,soleymani,1380,1,1100000000,0,0,1,1,53338389.24679818,2293550737.612322
48,soleymani,1387,1,2650000000,1,1,1,2,53338389.24679818,2560242683.8463125
50,soleymani,1380,1,2190000000,0,0,1,1,53338389.24679818,2666919462.339909
57,soleymani,1382,1,3450000000,0,1,0,1,53338389.24679818,3040288187.0674963
48,soleymani,1393,1,2850000000,1,1,1,1,53338389.24679818,2560242683.8463125
65,soleymani,1394,2,3700000000,1,1,1,5,53338389.24679818,3466995301.0418816
61,soleymani,1383,1,2700000000,0,0,1,0,53338389.24679818,3253641744.054689
43,soleymani,1380,1,2250000000,0,0,1,2,53338389.24679818,2293550737.612322
44,soleymani,1393,1,2100000000,0,1,1,1,53338389.24679818,2346889126.85912
53,soleymani,1395,1,3200000000,1,0,0,1,53338389.24679818,2826934630.0803037
50,soleymani,1392,1,2890000000,1,1,0,1,53338389.24679818,2666919462.339909
100,soleymani,1399,2,5250000000,1,1,1,2,53338389.24679818,5333838924.679818
70,evin,1383,1,12500000000,1,1,1,30,139061578.68885735,9734310508.220015
58,soleymani,1387,1,2650000000,0,1,1,3,53338389.24679818,3093626576.3142943
72,evin,1387,1,5250000000,0,0,1,0,139061578.68885735,10012433665.597729
125,evin,1398,2,11800000000,1,1,1,5,139061578.68885735,17382697336.10717
150,evin,1403,3,31500000000,1,1,1,9,139061578.68885735,20859236803.3286
160,evin,1396,3,31500000000,1,1,1,3,139061578.68885735,22249852590.217175
141,evin,1392,3,18500000000,1,1,1,3,139061578.68885735,19607682595.128887
93500,evin,1397,2,22700000000,1,1,0,3,139061578.68885735,13002257607408.162
97,evin,1395,2,12400000000,1,1,1,2,139061578.68885735,13488973132.819162
91,evin,1398,2,17500000000,1,1,1,7,139061578.68885735,12654603660.686018
109,tolid-daroo,1402,3,7720000000,1,1,0,3,55697869.2604717,6071067749.391416
67,tolid-daroo,1387,2,3050000000,0,0,1,1,55697869.2604717,3731757240.451604
48,tolid-daroo,1382,1,2050000000,0,0,1,3,55697869.2604717,2673497724.5026417
51,tolid-daroo,1394,1,2678000000,1,0,0,1,55697869.2604717,2840591332.2840567
48,tolid-daroo,1385,1,2500000000,0,1,1,3,55697869.2604717,2673497724.5026417
55,tolid-daroo,1389,1,2999000000,1,0,1,1,55697869.2604717,3063382809.3259435
57,tolid-daroo,1384,1,2850000000,1,0,1,1,55697869.2604717,3174778547.846887
58,tolid-daroo,1383,2,2400000000,0,0,1,4,55697869.2604717,3230476417.107359
59,tolid-daroo,1381,1,2370000000,0,0,1,4,55697869.2604717,3286174286.3678303
97,tolid-daroo,1393,2,5700000000,1,1,1,4,55697869.2604717,5402693318.265755
91,tolid-daroo,1395,2,6000000000,1,1,0,4,55697869.2604717,5068506102.702925
85,tolid-daroo,1395,2,5800000000,1,1,0,4,55697869.2604717,4734318887.140095
60,south-narmak,1392,2,4000000000,0,1,1,4,110469451.28907068,6628167077.344241
45,tolid-daroo,1384,1,2300000000,0,1,1,2,55697869.2604717,2506404116.7212267
56,south-narmak,1389,1,5500000000,0,1,1,2,110469451.28907068,6186289272.187958
135,south-narmak,1402,3,14000000000,1,1,1,4,110469451.28907068,14913375924.024542
97,south-narmak,1403,2,11500000000,1,1,1,3,110469451.28907068,10715536775.039856
88,south-narmak,1399,2,8600000000,1,1,1,1,110469451.28907068,9721311713.43822
65,south-narmak,1380,2,4850000000,0,1,1,3,110469451.28907068,7180514333.789595
63,south-narmak,1390,2,4800000000,0,1,1,3,110469451.28907068,6959575431.2114525
65,south-narmak,1396,2,5900000000,1,0,1,3,110469451.28907068,7180514333.789595
86,south-narmak,1388,2,7000000000,1,1,1,2,110469451.28907068,9500372810.860079
60,south-narmak,1394,2,5100000000,0,1,1,1,110469451.28907068,6628167077.344241
64,south-narmak,1387,1,4900000000,0,1,1,3,110469451.28907068,7070044882.500524
72,south-narmak,1371,3,5400000000,0,1,1,1,110469451.28907068,7953800492.813089
